1	Rap God	Eminem	https://genius.com/Eminem-rap-god-lyrics	001-Eminem-rap-god
2	Lose Yourself	Eminem	https://genius.com/Eminem-lose-yourself-lyrics	002-Eminem-lose-yourself
3	Not Like Us	Kendrick Lamar	https://genius.com/Kendrick-lamar-not-like-us-lyrics	003-Kendrick-lamar-not-like-us
4	WAP	Cardi B (Ft. Megan Thee Stallion)	https://genius.com/Cardi-b-wap-lyrics	004-Cardi-b-wap
5	Mockingbird	Eminem	https://genius.com/Eminem-mockingbird-lyrics	005-Eminem-mockingbird
6	HUMBLE.	Kendrick Lamar	https://genius.com/Kendrick-lamar-humble-lyrics	006-Kendrick-lamar-humble
7	Without Me	Eminem	https://genius.com/Eminem-without-me-lyrics	007-Eminem-without-me
8	euphoria	Kendrick Lamar	https://genius.com/Kendrick-lamar-euphoria-lyrics	008-Kendrick-lamar-euphoria
9	SICKO MODE	Travis Scott (Ft. Drake)	https://genius.com/Travis-scott-sicko-mode-lyrics	009-Travis-scott-sicko-mode
10	Bad and Boujee	Migos (Ft. Lil Uzi Vert)	https://genius.com/Migos-bad-and-boujee-lyrics	010-Migos-bad-and-boujee
11	God's Plan	Drake	https://genius.com/Drake-gods-plan-lyrics	011-Drake-gods-plan
12	The Real Slim Shady	Eminem	https://genius.com/Eminem-the-real-slim-shady-lyrics	012-Eminem-the-real-slim-shady
13	XO Tour Llif3	Lil Uzi Vert	https://genius.com/Lil-uzi-vert-xo-tour-llif3-lyrics	013-Lil-uzi-vert-xo-tour-llif3
14	Stan	Eminem (Ft. Dido)	https://genius.com/Eminem-stan-lyrics	014-Eminem-stan
15	Man's Not Hot	Big Shaq	https://genius.com/Big-shaq-mans-not-hot-lyrics	015-Big-shaq-mans-not-hot
16	Drunk in Love	Beyoncé (Ft. JAŸ-Z)	https://genius.com/Beyonce-drunk-in-love-lyrics	016-Beyonce-drunk-in-love
17	1-800-273-8255	Logic (Ft. Alessia Cara & Khalid)	https://genius.com/Logic-1-800-273-8255-lyrics	017-Logic-1-800-273-8255
18	7 rings	Ariana Grande	https://genius.com/Ariana-grande-7-rings-lyrics	018-Ariana-grande-7-rings
19	Bodak Yellow	Cardi B	https://genius.com/Cardi-b-bodak-yellow-lyrics	019-Cardi-b-bodak-yellow
20	SAD!	XXXTENTACION	https://genius.com/Xxxtentacion-sad-lyrics	020-Xxxtentacion-sad
21	Fuckin' Problems	A$AP Rocky (Ft. 2 Chainz, Drake & Kendrick Lamar)	https://genius.com/A-ap-rocky-fuckin-problems-lyrics	021-A-ap-rocky-fuckin-problems
22	In My Feelings	Drake	https://genius.com/Drake-in-my-feelings-lyrics	022-Drake-in-my-feelings
23	m.A.A.d city	Kendrick Lamar (Ft. MC Eiht)	https://genius.com/Kendrick-lamar-maad-city-lyrics	023-Kendrick-lamar-maad-city
24	Trap Queen	Fetty Wap	https://genius.com/Fetty-wap-trap-queen-lyrics	024-Fetty-wap-trap-queen
25	Killshot	Eminem	https://genius.com/Eminem-killshot-lyrics	025-Eminem-killshot
26	Niggas in Paris	JAŸ-Z & Kanye West	https://genius.com/Jay-z-and-kanye-west-niggas-in-paris-lyrics	026-Jay-z-and-kanye-west-niggas-in-paris
27	Mercy	Kanye West (Ft. 2 Chainz, Big Sean & Pusha T)	https://genius.com/Kanye-west-mercy-lyrics	027-Kanye-west-mercy
28	Godzilla	Eminem (Ft. Juice WRLD)	https://genius.com/Eminem-godzilla-lyrics	028-Eminem-godzilla
29	rockstar	Post Malone (Ft. 21 Savage)	https://genius.com/Post-malone-rockstar-lyrics	029-Post-malone-rockstar
30	Jocelyn Flores	XXXTENTACION	https://genius.com/Xxxtentacion-jocelyn-flores-lyrics	030-Xxxtentacion-jocelyn-flores
31	Mask Off	Future	https://genius.com/Future-mask-off-lyrics	031-Future-mask-off
32	Swimming Pools (Drank)	Kendrick Lamar	https://genius.com/Kendrick-lamar-swimming-pools-drank-lyrics	032-Kendrick-lamar-swimming-pools-drank
33	Money Trees	Kendrick Lamar (Ft. Jay Rock)	https://genius.com/Kendrick-lamar-money-trees-lyrics	033-Kendrick-lamar-money-trees
34	No Role Modelz	J. Cole	https://genius.com/J-cole-no-role-modelz-lyrics	034-J-cole-no-role-modelz
35	DNA.	Kendrick Lamar	https://genius.com/Kendrick-lamar-dna-lyrics	035-Kendrick-lamar-dna
36	Holy Grail	JAŸ-Z (Ft. Justin Timberlake)	https://genius.com/Jay-z-holy-grail-lyrics	036-Jay-z-holy-grail
37	Alexander Hamilton	Leslie Odom Jr., Anthony Ramos, Daveed Diggs, Okieriete Onaodowan, Lin-Manuel Miranda, Phillipa Soo, Christopher Jackson & Original Broadway Cast of Hamilton	https://genius.com/Leslie-odom-jr-anthony-ramos-daveed-diggs-okieriete-onaodowan-lin-manuel-miranda-phillipa-soo-christopher-jackson-and-original-broadway-cast-of-hamilton-alexander-hamilton-lyrics	037-Leslie-odom-jr-anthony-ramos-daveed-diggs-okieriete-onaodowan-lin-manuel-miranda-phillipa-soo-christopher-jackson-and-original-broadway-cast-of-hamilton-alexander-hamilton
38	Look At Me!	XXXTENTACION	https://genius.com/Xxxtentacion-look-at-me-lyrics	038-Xxxtentacion-look-at-me
39	Formation	Beyoncé	https://genius.com/Beyonce-formation-lyrics	039-Beyonce-formation
40	Panda	Desiigner	https://genius.com/Desiigner-panda-lyrics	040-Desiigner-panda
41	XXX.	Kendrick Lamar (Ft. U2)	https://genius.com/Kendrick-lamar-xxx-lyrics	041-Kendrick-lamar-xxx
42	Houdini	Eminem	https://genius.com/Eminem-houdini-lyrics	042-Eminem-houdini
43	meet the grahams	Kendrick Lamar	https://genius.com/Kendrick-lamar-meet-the-grahams-lyrics	043-Kendrick-lamar-meet-the-grahams
44	Baby	Justin Bieber (Ft. Ludacris)	https://genius.com/Justin-bieber-baby-lyrics	044-Justin-bieber-baby
45	Monster	Kanye West (Ft. Bon Iver, JAŸ-Z, Nicki Minaj & Rick Ross)	https://genius.com/Kanye-west-monster-lyrics	045-Kanye-west-monster
46	Old Town Road (Remix)	Lil Nas X (Ft. Billy Ray Cyrus)	https://genius.com/Lil-nas-x-old-town-road-remix-lyrics	046-Lil-nas-x-old-town-road-remix
47	This Is America	Childish Gambino	https://genius.com/Childish-gambino-this-is-america-lyrics	047-Childish-gambino-this-is-america
48	Lucid Dreams	Juice WRLD	https://genius.com/Juice-wrld-lucid-dreams-lyrics	048-Juice-wrld-lucid-dreams
49	Love Sosa	Chief Keef	https://genius.com/Chief-keef-love-sosa-lyrics	049-Chief-keef-love-sosa
50	I'm the One	DJ Khaled (Ft. Chance the Rapper, Justin Bieber, Lil Wayne & Quavo)	https://genius.com/Dj-khaled-im-the-one-lyrics	050-Dj-khaled-im-the-one
51	goosebumps	Travis Scott (Ft. Kendrick Lamar)	https://genius.com/Travis-scott-goosebumps-lyrics	051-Travis-scott-goosebumps
52	Superman	Eminem (Ft. Dina Rae)	https://genius.com/Eminem-superman-lyrics	052-Eminem-superman
53	Hot Nigga	Bobby Shmurda	https://genius.com/Bobby-shmurda-hot-nigga-lyrics	053-Bobby-shmurda-hot-nigga
54	Know Yourself	Drake	https://genius.com/Drake-know-yourself-lyrics	054-Drake-know-yourself
55	Hit 'Em Up	2Pac (Ft. Outlawz)	https://genius.com/2pac-hit-em-up-lyrics	055-2pac-hit-em-up
56	Bitch, Don't Kill My Vibe	Kendrick Lamar	https://genius.com/Kendrick-lamar-bitch-dont-kill-my-vibe-lyrics	056-Kendrick-lamar-bitch-dont-kill-my-vibe
57	Father Stretch My Hands, Pt. 1	Kanye West (Ft. Kid Cudi)	https://genius.com/Kanye-west-father-stretch-my-hands-pt-1-lyrics	057-Kanye-west-father-stretch-my-hands-pt-1
58	Back To Back	Drake	https://genius.com/Drake-back-to-back-lyrics	058-Drake-back-to-back
59	Thrift Shop	Macklemore & Ryan Lewis (Ft. Wanz)	https://genius.com/Macklemore-and-ryan-lewis-thrift-shop-lyrics	059-Macklemore-and-ryan-lewis-thrift-shop
60	King Kunta	Kendrick Lamar	https://genius.com/Kendrick-lamar-king-kunta-lyrics	060-Kendrick-lamar-king-kunta
61	It's Everyday Bro	Jake Paul (Ft. Team 10)	https://genius.com/Jake-paul-its-everyday-bro-lyrics	061-Jake-paul-its-everyday-bro
62	The Monster	Eminem (Ft. Rihanna)	https://genius.com/Eminem-the-monster-lyrics	062-Eminem-the-monster
63	Control	Big Sean (Ft. Jay Electronica & Kendrick Lamar)	https://genius.com/Big-sean-control-lyrics	063-Big-sean-control
64	Black Beatles	Rae Sremmurd (Ft. Gucci Mane)	https://genius.com/Rae-sremmurd-black-beatles-lyrics	064-Rae-sremmurd-black-beatles
65	Family Matters	Drake	https://genius.com/Drake-family-matters-lyrics	065-Drake-family-matters
66	FEFE	6ix9ine (Ft. Murda Beatz & Nicki Minaj)	https://genius.com/6ix9ine-fefe-lyrics	066-6ix9ine-fefe
67	'Till I Collapse	Eminem (Ft. Nate Dogg)	https://genius.com/Eminem-till-i-collapse-lyrics	067-Eminem-till-i-collapse
68	Poetic Justice	Kendrick Lamar (Ft. Drake)	https://genius.com/Kendrick-lamar-poetic-justice-lyrics	068-Kendrick-lamar-poetic-justice
69	Lucky You	Eminem (Ft. Joyner Lucas)	https://genius.com/Eminem-lucky-you-lyrics	069-Eminem-lucky-you
